,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type
66,PD,Wilson Howard,Chief Financial Officer,"Apr 20, 2020",$21.20,40000,848076,197280,"Apr 21, 2020, 07:24 PM",sell
67,PD,Wilson Howard,Chief Financial Officer,"Apr 17, 2020",$20.02,40000,800800,187032,"Apr 21, 2020, 07:24 PM",sell
68,ATEN,Reiss Gunter,VP Worldwide Marketing,"Apr 20, 2020",$6.55,1201,7867,151225,"Apr 21, 2020, 07:21 PM",sell
69,QADA_QADB,LOPKER PAMELA M,President,"Apr 21, 2020",$40.50,10000,405000,4195334,"Apr 21, 2020, 07:19 PM",sell
70,CARA,Ives Jeffrey L.,Director,"Apr 21, 2020",$16.00,2500,40000,6000,"Apr 21, 2020, 07:09 PM",sell
71,SLAB,Richardson Nina,Director,"Apr 20, 2020",$86.56,775,67084,5197,"Apr 21, 2020, 07:06 PM",sell
72,SYNH,Parks Robert,"EVP, Chief Accounting Officer","Apr 20, 2020",$49.65,3588,178144,12450,"Apr 21, 2020, 07:04 PM",sell
73,NFLX,HASTINGS REED,CEO,"Apr 20, 2020",$438.69,54369,23851171,53069,"Apr 21, 2020, 06:53 PM",sell
74,CARA,Terrillion Scott,Sec'y; Chief Compliance & G.C.,"Apr 21, 2020",$15.56,2721,42339,38382,"Apr 21, 2020, 06:50 PM",sell
75,CARA,Menzaghi Frederique Ph.D.,"Chief Scientific Off,SVP-R&D","Apr 21, 2020",$15.58,12894,200889,104492,"Apr 21, 2020, 06:49 PM",sell
76,CARA,CHALMERS DEREK T,President & CEO,"Apr 21, 2020",$15.56,6348,98775,981421,"Apr 21, 2020, 06:47 PM",sell
77,RSSS,COOPER CHAD J.,Director,"Apr 21, 2020",$3.00,2300,6900,301789,"Apr 21, 2020, 06:45 PM",sell
78,MDLA,Stretch Leslie,President & CEO,"Apr 20, 2020",$20.91,32671,683223,1813221,"Apr 21, 2020, 06:31 PM",sell
79,ETSY,Glaser Rachel C,CHIEF FINANCIAL OFFICER,"Apr 20, 2020",$64.59,13728,886642,37787,"Apr 21, 2020, 06:25 PM",sell
80,ETSY,Silverman Josh,President & CEO,"Apr 20, 2020",$65.00,15000,975000,0,"Apr 21, 2020, 06:23 PM",sell
81,ETSY,Silverman Josh,President & CEO,"Apr 17, 2020",$60.73,25000,1518250,0,"Apr 21, 2020, 06:23 PM",sell
82,DDOG,OBSTLER DAVID M,Chief Financial Officer,"Apr 20, 2020",$40.94,45000,1842138,121250,"Apr 21, 2020, 06:13 PM",sell
83,EBS,Havey Adam,"EVP, Business Operations","Apr 17, 2020",$65.00,20414,1326910,34256,"Apr 21, 2020, 06:12 PM",sell
84,EBS,Havey Adam,"EVP, Business Operations","Apr 20, 2020",$69.00,17009,1173621,34256,"Apr 21, 2020, 06:12 PM",sell
85,MIME,Murray Neil,Director,"Apr 20, 2020",$35.60,35000,1246168,1521665,"Apr 21, 2020, 05:46 PM",sell
86,BJ,Baldwin Christopher J,Director,"Apr 17, 2020",$27.00,174553,4712931,349897,"Apr 21, 2020, 05:30 PM",sell
87,BJ,Baldwin Christopher J,Director,"Apr 20, 2020",$27.21,7466,203150,349897,"Apr 21, 2020, 05:30 PM",sell
88,MRTX,Johnson Craig A,Director,"Apr 20, 2020",$93.00,15000,1395000,2000,"Apr 21, 2020, 05:26 PM",sell
89,GNMK,Mitchell Brian Andrew,"SVP, Operations","Apr 20, 2020",$8.00,8000,64000,247663,"Apr 21, 2020, 05:19 PM",sell
90,GH,Talasaz AmirAli,"Chairman, President and COO","Apr 20, 2020",$72.56,2729,198028,71795,"Apr 21, 2020, 05:18 PM",sell
91,GH,Talasaz AmirAli,"Chairman, President and COO","Apr 17, 2020",$72.70,29230,2125047,3155746,"Apr 21, 2020, 05:18 PM",sell
92,GH,Talasaz AmirAli,"Chairman, President and COO","Apr 17, 2020",$72.70,7771,564959,72523,"Apr 21, 2020, 05:18 PM",sell
93,GH,Talasaz AmirAli,"Chairman, President and COO","Apr 20, 2020",$72.56,10270,745235,3142736,"Apr 21, 2020, 05:18 PM",sell
94,GH,Eltoukhy Helmy,Chief Executive Officer,"Apr 17, 2020",$70.22,15904,1116739,3175080,"Apr 21, 2020, 05:17 PM",sell
95,UPWK,Brown Hayden,President & CEO,"Apr 20, 2020",$7.72,895,6908,341949,"Apr 21, 2020, 05:11 PM",sell
96,NBAC,NeoGenesis Holding Co. Ltd.,10% Owner,"Apr 20, 2020",$0.00,100000,10,1545000,"Apr 21, 2020, 05:10 PM",sell
97,NBAC,Xiong Wenhui,Chief Executive Officer,"Apr 20, 2020",$0.00,100000,10,1545000,"Apr 21, 2020, 05:09 PM",sell
98,TRHC,Knowlton Orsula V,President,"Apr 17, 2020",$56.77,8000,454129,757202,"Apr 21, 2020, 05:04 PM",sell
99,MRNA,Bancel Stephane,Chief Executive Officer,"Apr 17, 2020",$46.35,11046,511936,651166,"Apr 21, 2020, 05:03 PM",sell
100,MRNA,Bancel Stephane,Chief Executive Officer,"Apr 20, 2020",$45.00,12807,576315,9210628,"Apr 21, 2020, 05:03 PM",sell
101,MRNA,Bancel Stephane,Chief Executive Officer,"Apr 20, 2020",$45.00,4269,192105,6692778,"Apr 21, 2020, 05:03 PM",sell
